name,gs_email,s2aid,s2npubs
Marc Roeschlin,,2258227,11
Andrea Patané,@cs.ox.ac.uk,17537686,5
Marta Kwiatkowska,@comlab.ox.ac.uk,1701316,333
Ivan Martinovic,@cs.ox.ac.uk,1697125,128
Claude Castelluccia,@inria.fr,1691730,131
Markus Dürmuth,@rub.de,2432288,41
Maximilian Golla,@rub.de,3367361,5
Fatma Deniz,@berkeley.edu,9734274,5
Weitao Xu,@uq.edu.au,40185601,38
Guohao Lan,@cse.unsw.edu.au,37339841,16
Qi Lin,,29918300,228
Sara Khalifa,@cse.unsw.edu.au,33330713,23
Neil Bergmann,@itee.uq.edu.au,1731327,134
Mahbub Hassan,@cse.unsw.edu.au,40371765,158
Wen Hu,,39846654,243
Johannes Kiesel,@uni-weimar.de,1840075,18
Benno Stei,,1804677,269
Stefan Lucks,,1790347,149
Guixin Ye,,2265069,4
Zhanyong Tang,@nwu.edu.cn,2238603,39
Dingyi Fang,,2068791,135
Xiaojiang Chen,@nwu.edu.cn,2466164,133
Kwang In Kim,@bath.ac.uk,1808255,57
Ben Taylor,@lancaster.ac.uk,28801862,36
Zheng Wang,@lancaster.ac.uk,40514580,68
Najmeh Miramirkhani,@stonybrook.edu,3422391,8
Oleksii Starov,@cs.stonybrook.edu,2448867,12
Nick Nikiforakis,@cs.stonybrook.edu,1679711,64
Yu Feng,@cs.utexas.edu,2487014,451
Osbert Bastani,@cs.stanford.edu,1697444,18
Ruben Martins,@cs.utexas.edu,1872924,70
Isil Dillig,@cs.utexas.edu,1714075,60
Saswat Anand,@cs.stanford.edu,33209907,30
Enrico Mariconti,@ucl.ac.uk,3378428,13
Lucky Onwuzurike,@cs.ucl.ac.uk,2371085,10
Panagiotis Andriotis,@uwe.ac.uk,1749393,25
Emiliano De Cristofaro,@ucl.ac.uk,1728207,116
Gordon Ross,@ucl.ac.uk,34672651,21
Gianluca Stringhini,@cs.ucl.ac.uk,2350947,79
Stevens Leblond,@mpi-sws.org,35011666,18
Cedric Gilbert,,20630818,11
Utkarsh Upadhyay,@mpi-sws.org,10515643,14
Manuel Gomez Rodriguez,@mpi-sws.org,1719959,58
David Choffnes,@ccs.neu.edu,2450059,70
Bum Jun Kwon,@umd.edu,2457887,4
Virinchi Srinivas,@cs.umd.edu,35984826,1
Amol Deshpande,@cs.umd.edu,2313625,202
Tudor Dumitras,@umiacs.umd.edu,3343194,67
Luke Valenta,@seas.upenn.edu,2172728,103
David Adrian,@umich.edu,2406885,14
Antonio Sanso,@adobe.com,34880513,3
Shaanan Cohney,@seas.upenn.edu,39974279,22
Joshua Fried,@cis.upenn.edu,2188415,207
Marcella Hastings,@cis.upenn.edu,36420322,3
J. Alex Halderman,@eecs.umich.edu,2349976,70
Nadia Heninger,@cis.upenn.edu,2842650,35
Kristen Dorey,,7430032,2
Nicholas Chang-Fong,,8383370,4
Aleksander Essex,@uwo.ca,2111768,29
Jason A. Donenfeld,,32190895,1
Zakir Durumeric,@cs.stanford.edu,3137133,24
Zane Ma,@illinois.edu,10030115,4
Drew Springall,@umich.edu,38405544,13
Richard Barnes,,1888184,77
Nick Sullivan,@cloudflare.com,31612094,8
Elie Bursztein,@google.com,1687723,51
Michael Bailey,@illinois.edu,1842668,485
Vern Paxson,@berkeley.edu,1744800,248
Arpita Patra,@iisc.ac.in,1730671,98
Pratik Sarkar,@csa.iisc.ernet.in,39044260,7
Ajith Suresh,,29728149,1
Jesper Buus Nielsen,@cs.au.dk,1733482,110
Thomas Schneider,@cs.tu-darmstadt.de,37636206,114
Roberto Trifiletti,@cs.au.dk,28084654,9
Ghada Dessouky,@trust.tu-darmstadt.de,3097667,11
Farinaz Koushanfar,@ucsd.edu,3018662,197
Ahmad-Reza Sadeghi,@trust.cased.de,8415280,337
Shaza Zeitouni,,2811044,15
Michael Zohner,@ec-spride.de,1744880,23
Wen-jie Lu,,33277789,91
Shohei Kawasaki,,2296139,11
Jun Sakuma,@cs.tsukuba.ac.jp,1733719,171
Xiaorui Pan,@indiana.edu,2625573,8
Xueqiang Wang,,40066762,45
Yue Duan,,2781659,13
XiaoFeng Wang,,34989133,339
Heng Yin,@cs.ucr.edu,1975143,167
Wenbo Yang,@baidu.com,7536337,59
Yuanyuan Zhang,@sjtu.edu.cn,26296787,558
Juanru Li,@sjtu.edu.cn,1750979,38
Hui Liu,@sjtu.edu.cn,1719729,1454
Qing Wang,,1683741,1361
Yueheng Zhang,,8633956,17
Dawu Gu,,1790497,193
Chuangang Ren,@cse.psu.edu,2824752,11
Peng Liu,@ist.psu.edu,34000778,249
Sencun Zhu,@cse.psu.edu,1712616,154
Andrea Continella,@polimi.it,4937944,8
Yanick Fratantonio,@eurecom.fr,2416629,31
Martina Lindorfer,@cs.ucsb.edu,40608753,18
Alessandro Puccetti,,32798468,1
Ali Zand,@cs.ucsb.edu,1934617,17
Christopher Kruegel,@cs.ucsb.edu,1715189,281
Giovanni Vigna,@cs.ucsb.edu,1711242,296
Sebastian Zimmeck,@sebastianzimmeck.de,2992779,11
Lieyong Zou,,31959699,1
Roger Iyengar,@cs.cmu.edu,37975434,2
Bin Liu,@cmu.edu,40219097,56
Florian Shaub,@umich.edu,34949741,84
Shomir Wilson,,31950200,44
Norman Sadeh,@cs.cmu.edu,2464164,201
Steven M. Bellovin,@cs.columbia.edu,1751667,195
Joel Reidenberg,@law.fordham.edu,3435900,18
Giorgi Maisuradze,,3452695,4
Michael Backes,@cs.uni-saarland.de,35642523,38
Christian Rossow,@mmci.uni-saarland.de,1701081,63
Alyssa Milburn,,39686402,7
Herbert Bos,@cs.vu.nl,3053948,245
Cristiano Giuffrida,@cs.vu.nl,1744275,75
Andre Pawlowski,@rub.de,37758552,9
Moritz Contag,@rub.de,3222192,6
Victor van der Veen,@cs.vu.nl,3354846,13
Chris Ouwehand,,32497019,2
Thorsten Holz,@rub.de,1713890,155
Elias Athanasopoulos,@cs.ucy.ac.cy,1729961,62
Lucas Davi,@uni-due.de,2597368,58
David Gens,,2213320,35
Christopher Liebchen,@trust.tu-darmstadt.de,2279415,20
Yeongpil Cho,@sor.snu.ac.kr,2741855,10
Donghyun Kwon,@sor.snu.ac.kr,35065371,13
Hayoon Yi,,24275066,10
Yunheung Paek,@snu.ac.kr,1809564,126
Clémentine Maurice,@iaik.tugraz.at,2547065,24
Manuel Weber,@tugraz.at,5743763,36
Michael Schwarz,@student.tugraz.at,40413271,38
Lukas Giner,,32399671,1
Daniel Gruss,@iaik.tugraz.at,2015792,29
Carlo Alberto Boano,@tugraz.at,2143859,50
Stefan Mangard,@tugraz.at,1743786,88
Kay Römer,@tugraz.at,1790951,209
Lei Yu,,38590383,559
Ling Liu,@cc.gatech.edu,1685610,870
Calton Pu,@cc.gatech.edu,1682055,443
Yossi Gilad,@csail.mit.edu,1682067,27
Avichai Cohen,,3246066,4
Amir Herzberg,@cs.biu.ac.il,1748437,188
Michael Schapira,@huji.ac.il,1718880,114
Haya Shulman,@sit.fraunhofer.de,1686383,64
Yushun Wang,,2914531,51
Taous Madi,,3160864,6
Suryadipta Majumdar,,2877709,6
Yosr Jarraya,@encs.concordia.ca,1825183,27
Amir Alimohammadifar,,3457778,3
Makan Pourzandi,@concordia.ca,1680923,63
Lingyu Wang,@ciise.concordia.ca,40256874,107
Mourad Debbabi,@ciise.concordia.ca,1685782,266
Srdjan Matic,,14445515,7
Carmela Troncoso,@imdea.org,2130458,59
Juan Caballero,@imdea.org,40008021,78
Benjamin Greschbach,,3271200,15
Tobias Pulls,,1791678,33
Laura M. Roberts,,3469156,12
Philipp Winter,@cs.princeton.edu,39700643,2
Nick Feamster,@cs.princeton.edu,1800154,243
Aaron Johnson,@nrl.navy.mil,39240703,103
Rob Jansen,@nrl.navy.mil,40308136,83
Aaron D. Jaggard,@dimacs.rutgers.edu,1737906,67
Joan Feigenbaum,@yale.edu,1751820,221
Paul Syverson,@itd.nrl.navy.mil,3213341,133
Akshaya Mani,,9396418,5
Micah Sherr,@cs.georgetown.edu,1765309,96
Jaebaek Seo,,3204078,6
Byoungyoung Lee,@purdue.edu,2767582,21
Seongmin Kim,@kaist.ac.kr,2105818,91
Ming-Wei Shih,@gatech.edu,34033392,9
Insik Shin,@cs.kaist.ac.kr,1694991,106
Dongsu Han,@kaist.ac.kr,1729324,57
Taesoo Kim,@gatech.edu,3254849,128
Sangho Lee,@gatech.edu,30685860,53
Marcus Peinado,,3798388,54
Aravind Machiry,@cs.ucsb.edu,2275943,9
Eric Gustafson,,1709440,61
Chad Spensky,@cs.ucsb.edu,2128455,10
Christopher Salls,@cs.ucsb.edu,3425110,7
Nick Stephens,,12874147,9
Ruoyu Wang,@cs.ucsb.edu,8199136,120
Antonio Bianchi,@cs.ucsb.edu,1741440,121
Yung Ryn Choe,,1711909,16
Kartik Nayak,@cs.umd.edu,1736809,23
Christopher W. Fletcher,@mit.edu,2012099,37
Ling Ren,@mit.edu,35584790,88
Nishanth Chandran,@microsoft.com,1767573,44
Satya Lokam,,1685076,35
Elaine Shi,,1726246,170
Vipul Goyal,@cs.cmu.edu,1707396,89
Shweta Shinde,@comp.nus.edu.sg,32939696,13
Dat Le Tien,,33275317,1
Shruti Tople,@comp.nus.edu.sg,2855848,17
Prateek Saxena,@comp.nus.edu.sg,1750032,166
Luis Garcia,@rutgers.edu,36931447,63
Ferdinand Brasser,,6639898,7
Mehmet H. Cintuglu,@us.abb.com,3007033,26
Osama Mohammed,,2365695,107
Saman A. Zonouz,@rutgers.edu,1800447,70
Yunhan Jack Jia,@umich.edu,12488214,10
Qi Alfred Chen,@umich.edu,39645110,21
Shiqi Wang,,1705047,173
Amir Rahmati,@umich.edu,37407858,27
Earlence Fernandes,@umich.edu,35064352,41
Z. Morley Mao,@umich.edu,3895596,160
Atul Prakash,@umich.edu,1704708,216
Zhenhua Li,@tsinghua.edu.cn,3543872,311
Weiwei Wang,,40560512,58
Jian Chen,,20276147,1351
Chen Qian,@ucsc.edu,35150378,86
Taeho Jung,@hawk.iit.edu,8645024,53
Lan Zhang,,1718343,673
Kebin Liu,,1918582,144
Xiangyang Li,,31637221,108
Yunhao Liu,@tsinghua.edu.cn,10258874,444
Claude Fachkha,@ud.ac.ae,2496920,11
Elias Bou-Harb,@fau.edu,3223999,33
Anastasis Keliris,@nyu.edu,2597530,9
Nasir Memon,@nyu.edu,1719861,224
Mustaque Ahamad,@cc.gatech.edu,1710123,184
Simon Birnbach,@cs.ox.ac.uk,8081324,7
Richard Baker,,1692868,348
Ben Gras,@shrike-systems.com,2589502,19
Kaveh Razavi,@cs.vu.nl,2072347,21
Erik Bosman,@few.vu.nl,2194658,6
Kangjie Lu,@gatech.edu,40001161,23
Marie-Therese Walter,,38875860,2
David Pfaff,,2862928,5
Stefan Nürnberger,@cs.uni-saarland.de,31659184,1
Wenke Lee,@cc.gatech.edu,1738428,310
Robert Rudd,,2061645,36
Richard Skowyra,,2931341,18
David Bigelow,,38720805,14
Veer Dedhia,,39738781,4
Thomas Hobson,@ll.mit.edu,2749559,8
Stephen Crane,@uci.edu,3160691,37
Per Larsen,@uci.edu,1772810,86
Michael Franz,,1721575,249
Hamed Okhravi,@mit.edu,1691029,45
Xinyang Ge,@microsoft.com,3298489,13
Mathias Payer,@nebelwelt.net,2694341,59
Trent Jaeger,,1699210,171
Gregory J. Duck,,1747521,35
Roland H. C. Yap,@comp.nus.edu.sg,1713932,165
Lorenzo Cavallaro,@rhul.ac.uk,2189170,59
Sanjay Rawat,@gmx.com,29017813,30
Vivek Jain,,34615195,143
Ashish Kumar,,3234268,308
Lucian Cojocar,@vu.nl,2244479,5
Yonghwi Kwon,,2864417,17
Brendan Saltaformaggio,@cs.purdue.edu,2617324,24
I Luk Kim,@purdue.edu,3440899,49
Philipp Lengauer,,1724234,13
Verena Bitto,,1705571,8
Hanspeter Mössenböck,@jku.at,1738841,128
Abdelhafid Mazouz,,1790279,12
David C. Wong,@i2r.a-star.edu.sg,31201708,24
David Kuck,,1739086,84
William Jalby,@uvsq.fr,1704285,107
Daniel Molka,,2863294,25
Robert Schoene,@tu-dresden.de,11468115,43
Daniel Hackenberg,@tu-dresden.de,3241805,39
Wolfgang E. Nagel,,1781970,177
Pavel Valov,@gsd.uwaterloo.ca,3089958,4
Jean-Christophe Petkovich,,2113555,4
Jianmei Guo,@ecust.edu.cn,3123889,41
Sebastian Fischmeister,,1733430,143
Krzysztof Czarnecki,@gsd.uwaterloo.ca,1726889,224
Tyler Szepesi,,2364071,67
Benjamin Cassell,@uwaterloo.ca,31442165,17
Tim Brecht,@cs.uwaterloo.ca,1867025,105
Derek Eager,@cs.usask.ca,1736203,92
Jim Summers,,1941002,38
Bernard Wong,,1772379,98
Cheng Wang,,1694978,941
Qianlin Liang,,10375507,4
Bhuvan Urgaonkar,@cse.psu.edu,1684443,113
Alexey Ilyushkin,@tudelft.nl,2087483,8
Ahmed Ali-Eldin,@cs.umu.se,2415854,20
Nikolas Herbst,@uni-wuerzburg.de,2527226,25
Alessandro Vittorio Papadopoulos,@mdh.se,1805880,45
Bogdan Ghit,@tudelft.nl,2038661,20
Dick Epema,@tudelft.nl,1776848,180
Alexandru Iosup,@tudelft.nl,1760940,162
Sajith Ravindra,,38328797,2
Miyuru Dayarathna,@wso2.com,2741023,36
Sanath Jayasena,@cse.mrt.ac.lk,1971912,24
Michael Menth,@uni-tuebingen.de,1759515,199
Frederik Hauser,,38715805,6
Varsha Apte,@cse.iitb.ac.in,1989470,35
T. V. S. Viswanath,,10405465,3
Akhilesh Kommireddy,@cse.iitb.ac.in,10444850,1
Devidas Gawali,@cse.iitb.ac.in,3448900,2
Anshul Gupta,@cse.iitb.ac.in,1696026,141
Mahmoud Awad,,36737765,34
Daniel Menasce,@gmu.edu,1758079,206
Raoufeh Hashemian,@ucalgary.ca,2780982,5
Niklas Carlsson,@ida.liu.se,1739691,101
Diwakar Krishnamurthy,@ucalgary.ca,1909050,75
Martin Arlitt,@microfocus.com,2185810,115
Ate Penders,,1837620,10
Gregor Pavlin,,2051828,66
Ana Lucia Varbanescu,@uva.nl,1784556,91
Henk Sips,@tudelft.nl,1754743,136
Nicolas Michael,,11787967,2
Nitin Ramannavar,,10427140,2
Yixiao Shen,,3263774,15
Sheetal Patil,,34298418,8
Jan-Lung Sung,,2995591,3
Drew Zagieboylo,@cornell.edu,10379496,1
Raghu Ramakrishnan,@microsoft.com,1709145,290
Arvinder Kaur,@ipu.ac.in,1731050,123
Tae Joon Jun,@kaist.ac.kr,8102722,7
Myong Hwan Yoo,,10426008,1
Daeyoung Kim,@kaist.ac.kr,38004716,37
Kyu Tae Cho,,2015360,4
Seungyoung Lee,,6300489,33
Kyuoke Yeun,,8095175,4
Peter Buchholz,,37560854,173
Falko Bause,,1781880,59
Johannes May,,39510165,4
Noor Bajunaid,,10424754,2
Changhyun Park,@calab.kaist.ac.kr,3133111,16
Seongjin Lee,@hanyang.ac.kr,2317713,34
Youjip Won,@hanyang.ac.kr,1773263,138
Soohan Ahn,,2076810,19
Jalil Boudjadar,@eng.au.dk,7353330,4
Simin Nadjm-Tehrani,,1943522,158
Georgios Bouloukakis,@inria.fr,1690525,13
Nikolaos Georgantas,@inria.fr,1708457,75
Ajay Kattepur,@tcs.com,1793631,29
Valérie Issarny,,1688880,255
Ali Abedi,@maine.edu,1715657,96
Fábio André Coelho,@inesctec.pt,38794959,34
Joao Paulo,@di.uminho.pt,2911639,23
Ricardo Vilaça,@di.uminho.pt,3281313,27
Jose Pereira,@du.uminho.pt,145461257,62
Rui Oliveira,@di.uminho.pt,1679234,180
Gavin Baker,,34393940,36
Chris Lupo,@calpoly.edu,2526280,8
Masatomo Hashimoto,@p.chibakoudai.jp,2229509,17
Masaaki Terai,,36304207,10
Toshiyuki Maeda,,35219029,115
Kazuo Minami,@mbf.nifty.com,1962559,25
Philipp Leitner,@ifi.uzh.ch,1910406,115
Cor-Paul Bezemer,@cs.queensu.ca,1755660,34
Diego Costa,,3166410,30
Artur Andrzejak,@informatik.uni-heidelberg.de,2088124,90
Janos Seboek,,10430059,24
David Lo,@smu.edu.sg,2712301,361
Petr Stefan,,2423655,3
Vojtěch Horký,@d3s.mff.cuni.cz,1881944,15
Lubomír Bulej,@d3s.mff.cuni.cz,2605317,55
Petr Tuma,@d3s.mff.cuni.cz,1763212,77
Daniel Goodman,@man.ac.uk,31519886,33
Tim Harris,@oracle.com,1695968,96
Georgios Varisteas,@uni.lu,2979630,5
Stijn Volckaert,@uci.edu,2022955,12
Bart Coppens,@elis.ugent.be,1873224,20
Bjorn De Sutter,@elis.ugent.be,9366424,108
Koen De Bosschere,@elis.ugent.be,7161646,261
Jiamin Huang,@umich.edu,1930940,20
Thomas F. Wenisch,@umich.edu,3334450,117
Boris Teabe,@enseeiht.fr,2869488,11
Vlad Nitu,,32426008,5
Alain Tchana,,1685006,42
Daniel Hagimont,@enseeiht.fr,1679417,117
Youngseok Yang,,1927364,4
Geon-Woo Kim,@snu.ac.kr,6338202,24
Wonook Song,@snu.ac.kr,31948265,1
Yunseong Lee,,1783243,15
Andrew Chung,@andrew.cmu.edu,33984867,47
Zhengping Qian,,2003626,10
Brian Cho,@illinois.edu,39839886,36
Byung-Gon Chun,@snu.ac.kr,1704157,74
Aaron Harlap,@andrew.cmu.edu,3459901,8
Alexey Tumanov,@berkeley.edu,40044088,27
Gregory R. Ganger,@ece.cmu.edu,1707164,293
Phillip Gibbons,@cs.cmu.edu,1974678,259
Pedro Fonseca,,1729924,77
Kaiyuan Zhang,@stu.xjtu.edu.cn,3189426,23
Xi1 Wang,@cs.washington.edu,31825486,761
Arvind Krishnamurthy,@cs.washington.edu,1689594,435
Hamid Arabnejad,@fe.up.pt,2283122,17
Claus Pahl,@unibz.it,8516149,210
Pooyan Jamshidi,@cs.cmu.edu,31948108,71
Giovani Estrada,@helmholtz-muenchen.de,14011576,13
Phuong Nguyen,@illinois.edu,6516728,180
Steven Konstanty,,17812673,1
Todd Nicholson,,38583552,4
Thomas O'Brien,,2203385,165
Aaron Schwartz-Duval,@illinois.edu,4066299,15
Timothy Spila,,7596836,18
Klara Nahrstedt,@illinois.edu,1688353,576
Roy Campbell,@illinois.edu,1687256,421
Indranil Gupta,@illinois.edu,1722544,195
Michael Chan,,2169061,226
Kenton McHenry,,2433690,32
Normand Paquin,,40263285,1
Francisco J. Clemente-Castelló,@uji.es,3148716,7
Bogdan Nicolae,@acm.org,2555685,52
Wenting Zheng,@eecs.berkeley.edu,7494341,33
Frank Li,@berkeley.edu,13154862,50
Rachit Agarwal,@cs.cornell.edu,34292316,45
Raluca Ada Popa,@berkeley.edu,144963510,19
Ion Stoica,@cs.berkeley.edu,144467753,350
Alexandru Agache,,2015053,13
Mihai Ionescu,@cs.pub.ro,2122068,37
Costin Raiciu,@cs.pub.ro,1758591,61
Mejbah ul Alam,@utsa.edu,38724347,5
Tongping Liu,@utsa.edu,1870340,18
Guangming Zeng,,1804358,390
Abdullah Muzahid,@cs.utsa.edu,2581019,23
Jun He,@cs.wisc.edu,1744187,567
Sudarsun Kannan,@cs.wisc.edu,33383407,27
Andrea Arpaci-Dusseau,@cs.wisc.edu,1743175,142
Remzi Arpaci-Dusseau,@cs.wisc.edu,1703415,146
James Davis,@vt.edu,40359800,1
Arun Thekumparampil,,1403434612,1
Dongyoon Lee,@vt.edu,47381869,20
Maomeng Su,,3339930,5
Mingxing Zhang,@mails.tsinghua.edu.cn,4408986,58
Kang Chen,,1680073,366
Zhenyu Guo,@ece.ubc.ca,1850900,101
Yongwei Wu,@tsinghua.edu.cn,1725574,123
Daniele Rogora,,3379338,3
Michele Papalini,@cisco.com,3167730,13
Koorosh Khazaei,,1959730,5
Alessandrto Margara,@polimi.it,2866882,47
Antonio Carzaniga,,1807579,110
Gianpaolo Cugola,@polimi.it,3292643,91
Steffen Maass,@gatech.edu,3427189,4
Changwoo Min,@vt.edu,7761504,43
Sanidhya Kashyap,@gatech.edu,1909974,12
Woonhak Kang,,2654775,13
Mohan Kumar,,39510203,327
Dmitrii Kuvaiskii,@tu-dresden.de,3193053,16
Oleksii Oleksenko,@tu-dresden.de,2333637,7
Sergei Arnautov,,1873477,10
Bohdan Trach,,7612177,17
Pramod Bhatotia,@ed.ac.uk,3025359,39
Pascal Felber,@unine.ch,1743906,235
Christof Fetzer,@tu-dresden.de,2314032,273
Oana Balmau,@epfl.ch,1778504,5
Rachid Guerraoui,@epfl.ch,1727558,491
Vasileios Trigonakis,@oracle.com,1989618,14
Igor Zablotchi,@epfl.ch,1680380,6
Georgios Chatzopoulos,@epfl.ch,2368358,21
Zaheer Chothia,,3186557,5
John Liagouris,@inf.ethz.ch,2551316,14
Desislava Dimitrova,,1773404,29
Timothy Roscoe,@inf.ethz.ch,1734886,129
Gauthier Voron,@lip6.fr,10441993,1
Gaël Thomas,@telecom-sudparis.eu,2848926,35
Vivien Quéma,@imag.fr,1679769,60
Pierre Sens,@lip6.fr,1798389,184
Lluís Vilanova,@ac.upc.edu,37370613,16
Marc Jordà,,36683684,5
Nacho Navarro,@ac.upc.edu,12813015,107
Yoav Etsion,@ee.technion.ac.il,2913809,73
Mateo Valero,@ac.upc.edu,1741016,559
Soudeh Ghorbani,@illinois.edu,39941616,7
Brighten Godfrey,@illinois.edu,1758273,108
Feilong Liu,@osu.edu,34138485,38
Lingyan Yin,,2335541,3
Spyros Blanas,,3264757,21
David Dice,@oracle.com,1802824,39
Terry Ching-Hsiang Hsu,@purdue.edu,14441372,3
Helge Brügner,,10377580,1
Indrajit Roy,@google.com,37977699,85
Kimberly Keeton,,2812707,74
Patrick Eugster,@usi.ch,1697599,180
Kevin Boos,@rice.edu,34441280,11
Emilio Del Vecchio,,32467844,2
Lin Zhong,@rice.edu,1766339,254
Ning Ding,@purdue.edu,1697830,444
Y. Charlie Hu,@purdue.edu,2981910,199
Yan Wenrui,,10404450,2
Yao Jie,,1748735,385
Cao Qiang,,39167624,226
Hong Jiang,@uta.edu,9280383,1039
Xie Changsheng,,2072948,274
Michael A. Sevilla,@ucsc.edu,36608964,33
Noah Watkins,@soe.ucsc.edu,34313805,28
Ivo Jimenez,@cs.ucsc.edu,2210623,28
Peter Alvaro,@ucsc.edu,3064226,41
Shel Finkelstein,,38470159,16
Jeff LeFevre,@soe.ucsc.edu,40559862,25
Carlos Maltzahn,@ucsc.edu,3198700,106
Waleed Reda,@kth.se,1731161,4
Lalith Suresh,@vmware.com,8399335,17
Sean Braithwaite,,34626057,3
Marco Canini,@kaust.edu.sa,1709876,78
Dejan Kostic,@kth.se,1736741,176
Manuel Bravo,,2248998,91
Luis Rodrigues,@tecnico.ulisboa.pt,1741342,192
Peter Van Roy,@uclouvain.be,39874026,163
Erik van der Kouwe,@cs.vu.nl,1694182,15
Vinod Nigade,@webbtraders.nl,10377685,1
Johannes Behl,,2173915,12
Tobias Distler,,3187537,34
Rüdiger Kapitza,@ibr.cs.tu-bs.de,1740458,116
Dan Alistarh,@csail.mit.edu,3311387,72
William M. Leiserson,,2060484,31
Amirsaman Memaripour,@eng.ucsd.edu,2138575,5
Anirudh Badam,@microsoft.com,1783539,22
Amar Phanishayee,@cs.cmu.edu,3078275,41
Ramnatthan Alagappan,@cs.wisc.edu,31817919,14
Karin Strauss,,1718508,100
Marios Pomonis,,2938740,5
Theofilos Petsios,@cs.columbia.edu,2880350,10
Angelos D. Keromytis,@cs.columbia.edu,1720824,324
Michalis Polychronakis,@cs.stonybrook.edu,1782812,104
Vasileios P. Kemerlis,@cs.brown.edu,1806308,43
Koen Koning,@vu.nl,3432110,8
Antonis Papadimitriou,@intel.com,2798398,12
Arjun Narayan,@seas.upenn.edu,2348923,10
Meni Orenbach,,2734514,2
Marina Minkin,,40139942,4
Pavel Lifshits,,1871448,9
Mark Silberstein,@ee.technion.ac.il,2289351,112
Aayush Gupta,@us.ibm.com,2741241,48
George Kesidis,@engr.psu.edu,1809899,268
Rafael Mayo Gual,@uji.es,1714364,125
Juan Carlos Fernandez,,39866505,52
M. Mustafa Rafique,,2685262,37
Yunbo Li,,26336329,89
Anne-Cécile Orgerie,@inria.fr,3164170,57
Ivan Rodero,@rutgers.edu,1709070,89
Manish Parashar,@rutgers.edu,1750983,452
Jean-Marc Menaud,,2216103,55
Longjie Ma,,17876815,2
Jigang Wu,,8264925,142
Long Chen,@mail.ustc.edu.cn,39361461,46
Wonbae Kim,@unist.ac.kr,17804514,4
Young-Ri Choi,,1716765,32
Beomseok Nam,@unist.ac.kr,1739708,55
Jonathan Wang,,1747199,33
Wucherl Yoo,@lbl.gov,3091035,13
Alex Sim,@lbl.gov,1734816,61
Peter Nugent,@lbl.gov,32645680,88
Kesheng Wu,@lbl.gov,1773743,155
Dongyao Wu,@data61.csiro.au,40147091,14
Sherif Sakr,@cse.unsw.edu.au,1783693,142
Liming Zhu,,8301531,192
Huijun Wu,@cse.unsw.edu.au,5279904,62
Hyunwook Baek,@cs.utah.edu,24471056,3
Abhinav Srivastava,@research.att.com,1746708,60
Jacobus Van der Merwe,@cs.utah.edu,2358499,91
Fei Zhang,,4793807,286
Xiaoming Fu,@cs.uni-goettingen.de,1799074,182
Ramin Yahyapour,@gwdg.de,1874456,118
Chao Zheng,@nd.edu,1706874,177
Ben Tovar,,1699045,40
Douglas Thain,@nd.edu,1686699,174
George Michelogiannakis,,1900699,28
Jeremiah J. Wilke,@sandia.gov,3312441,31
Joseph P. Kenny,@sandia.gov,1778389,17
Samuel Knight,,30477448,5
Khaled Ibrahim,,2277880,40
John Shalf,@lbl.gov,1746446,178
Shashank Gugnani,@osu.edu,2997470,14
Xiaoyi Lu,@cse.ohio-state.edu,1720335,95
Elena Agostini,,8521279,4
Davide Rossetti,@nvidia.com,2428889,72
Sreeram Potluri,@cse.ohio-state.edu,2407825,42
Noah Wolfe,@rpi.edu,2546078,11
Misbah Mubarak,@anl.gov,2383364,26
Nikhil Jain,@acm.org,1812494,124
Jens Domke,@m.titech.ac.jp,2300557,12
Abhinav Bhatele,@llnl.gov,1823585,88
Chris Carothers,@cs.rpi.edu,1759102,113
Robert B. Ross,@mcs.anl.gov,40211322,173
Alireza Ranjbar,@ericsson.com,20366751,5
Miika Komu,@aalto.fi,34790381,39
Patrik Salmela,,35034594,8
Tuomas Aura,@aalto.fi,1710566,83
Abhinandan Sridhara Rao Prasad,,32112132,12
David Koll,@cs.uni-goettingen.de,2029888,13
Jesus Omana Iglesias,@alcatel-lucent.com,32909486,9
Jordi Arjona Aroca,@it.uc3m.es,3334155,14
Volker Hilt,@nokia-bell-labs.com,2809994,84
Anchen Chai,,17849115,1
Mohammad Bazm,,17823733,2
Sorina Camarasu Pop,@creatis.insa-lyon.fr,2557998,27
Tristan Glatard,@concordia.ca,1975196,109
Hugues Benoit-Cattin,,1771013,54
Frederic Suter,@cc.in2p3.fr,17809300,1
Zengxiang Li,,1750001,34
Bowen Zhang,,3047890,126
Shen Ren,,2913476,29
Yong Liu,@i2r.a-star.edu.sg,2189281,1604
Zheng Qin,@ihpc.a-star.edu.sg,1685620,239
Rick Siow Mong Goh,@ihpc.a-star.edu.sg,1729436,72
Mohan Gurusamy,@nus.edu.sg,143643341,12
Hani Nemati,@polymtl.ca,3197222,9
Suchakrapani Datt Sharma,@polymtl.ca,8677495,5
Michel Dagenais,@polymtl.ca,2276568,101
Giorgio Lucarelli,@inria.fr,20329824,36
Fernando Mendonca,,2998910,7
Denis Trystram,@imag.fr,1733901,295
Nishant Saurabh,@dps.uibk.ac.at,2653506,6
Dragi Kimovski,,1887201,21
Francesco Gaetano,,2859069,3
Radu Prodan,@dps.uibk.ac.at,1718255,192
Marcus Carvalho,@dcx.ufpb.br,37526735,11
Francisco Brasileiro,@computacao.ufcg.edu.br,1732501,127
Raquel Lopes,@computacao.ufcg.edu.br,2977061,16
