name,gender,n_female,n_male
"Han, Junwei",M,1,8
"Cygan, Marek",M,NA,NA
"Kowalik, Lukasz",NA,0,3
"Socala, Arkadiusz",M,NA,NA
"Sornat, Krzysztof",M,NA,NA
"Gebhardt, Gregor H. W.",M,0,2
"Kupcsik, Andras",M,0,2
"Neumann, Gerhard",M,0,9
"He, Hangfeng",M,0,1
"Sun, Xu",M,0,4
"Gilbert, Hugo",M,0,2
"Weng, Paul",M,NA,NA
"Xu, Yan",M,0,2
"Igarashi, Ayumi",F,1,1
"Elkind, Edith",F,1,11
"Bitan, Moshe",M,2,2
"Nahari, Galit",F,1,3
"Nisin, Zvi",M,2,2
"Roth, Ariel",M,2,2
"Kraus, Sarit",F,1,3
"Sun, Zhu",F,2,1
"Yang, Jie",F,4,5
"Zhang, Jie",F,2,7
"Bozzon, Alessandro",M,3,0
"Xiong, Hao",M,0,1
"Ghosh, Aritra",M,NA,NA
"Kumar, Himanshu",M,NA,NA
"Sastry, P.s.",NA,0,2
"Chen, Yanju",M,0,1
"Nikolentzos, Giannis",M,0,2
"Meladianos, Polykarpos",M,0,2
"Vazirgiannis, Michalis",M,0,2
"Jiang, Bo",M,0,4
"Tang, Jin",M,NA,NA
"Luo, Bin",M,0,4
"Xu, Chen",M,0,2
"Hongbin, Zha",M,0,2
"Han, Chao",F,0,2
"Ghalwash, Mohamed",M,1,1
"Obradovic, Zoran",M,1,1
"Sedhain, Suvash",M,0,4
"Menon, Aditya Krishna",M,0,4
"Sanner, Scott",M,0,10
"Xie, Lexing",M,0,4
"Braziunas, Darius",M,0,4
"Faliszewski, Piotr",M,1,4
"Slinko, Arkadii",M,1,4
"Talmon, Nimrod",M,3,6
"Zhang, Junbo",M,0,2
"Zheng, Yu",M,0,4
"Qi, Dekang",M,0,2
"Bsat, Salam El",M,0,2
"Ammar, Haitham Bou",M,0,2
"Taylor, Matthew",M,0,2
"Plonsky, Ori",M,0,3
"Erev, Ido",M,0,3
"Hazan, Tamir",M,0,5
"Tennenholtz, Moshe",M,2,14
"Kumar, Rajiv Ranjan",M,0,2
"Varakantham, Pradeep",M,0,2
"Kumar, Akshat",M,0,5
"Berndt, Sebastian",M,0,3
"Liskiewicz, Maciej",M,0,3
"Lutter, Matthias",M,0,3
"Reischuk, Ruediger",M,0,3
"Jin, Xiaojie",M,2,7
"Chen, Yunpeng",M,2,7
"Jie, Zequn",M,1,7
"Yan, Shuicheng",M,9,19
"Cao, Ziqiang",M,1,3
"Li, Wenjie",F,2,7
"Li, Sujian",M,1,6
"Wei, Furu",M,2,6
"Finger, Marcelo",M,0,1
"Bona, Glauber De",M,0,1
"Luo, Chuwei",M,1,2
"Wang, Li",M,0,2
"Mao, Qi",M,0,2
"Tsang, Ivor",M,NA,NA
"Li, Zhe",M,0,8
"Yang, Tianbao",M,2,10
"Zhang, Lijun",M,4,12
"Jin, Rong",M,0,5
"Wang, Sinong",F,1,1
"Liu, Fang",F,3,3
"Shroff, Ness",M,2,2
"Zhao, Shen-Yi",M,NA,NA
"Zhang, Gong-Duo",M,0,2
"Li, Wu-Jun",M,NA,NA
"Talvitie, Erik",M,0,0
"Hu, Di",M,0,2
"James, Steven",M,0,2
"Konidaris, George",M,1,5
"Rosman, Benjamin",M,0,4
"Xu, Yi",M,NA,NA
"Yang, Haiqin",F,0,3
"Yang, Meng",M,0,1
"Berbeglia, Franco",M,0,1
"Hentenryck, Pascal Van",M,0,1
"Jiang, Zhengshen",NA,0,3
"Liu, Hongzhi",M,NA,NA
"Fu, Bin",M,NA,NA
"Wu, Zhonghai",M,NA,NA
"Chen, Weihua",M,NA,NA
"Chen, Xiaotang",NA,0,3
"Zhang, Jianguo",M,NA,NA
"Huang, Kaiqi",M,NA,NA
"Hoang, Quang Minh",M,0,2
"Hoang, Trong Nghia",M,0,2
"Low, Bryan Kian Hsiang",M,0,3
"Ma, Yifei",M,0,2
"Garnett, Roman",M,1,8
"Schneider, Jeff",M,1,8
"Liu, Hanyang",M,0,2
"Chen, Lijie",M,0,6
"Wang, Ruosong",M,0,6
"Chen, Zhourong",M,2,1
"Zhang, Nevin",F,1,2
"Chen, Peixian",F,1,2
"Yousefnezhad, Muhammad",M,0,1
"Zhang, Daoqiang",M,0,1
"Xue, Xiaowei",NA,1,4
"Wang, Sen",M,NA,NA
"Stanic, Bela",F,NA,NA
"Yao, Min",M,NA,NA
"Hyland, Stephanie",F,0,1
"Ratsch, Gunnar",M,1,0
"Zeng, Kuo-Hao",M,0,5
"Chen, Tseng-Hung",M,0,5
"Chuang, Ching-Yao",M,0,5
"Liao, Yuan-Hong",M,0,5
"Niebles, Juan Carlos",M,0,9
"Sun, Min",M,NA,NA
"Tao, Zhiqiang",M,0,3
"Liu, Hongfu",M,0,3
"Fu, Huazhu",M,0,7
"Molina, Alejandro",M,0,2
"Natarajan, Sriraam",M,0,2
"Kersting, Kristian",M,1,7
"Noraset, Thanapon",M,0,3
"Liang, Chen",M,0,9
"Birnbaum, Larry",M,0,3
"Downey, Doug",M,0,3
"Xiao, Cao",F,NA,NA
"Zhang, Ping",M,NA,NA
"Chaowalitwongse, W.art",NA,2,2
"Hu, Jianying",F,NA,NA
"Daniels, Zachary",M,0,1
"Metaxas, Dimitris",M,0,1
"Krohmer, Anton",M,0,3
"Rothenberger, Ralf",M,0,3
"Sutton, Andrew",M,0,3
"Pommerening, Florian",M,0,2
"Bonet, Blai",M,0,2
"Raza, Mohammad",M,0,1
"Gulwani, Sumit",M,NA,NA
"Dickerson, John P.",M,0,3
"Kazachkov, Aleksandr M.",M,0,3
"Chehreghani, Morteza Haghir",M,0,0
"Liu, Yu",M,0,11
"Fu, Jianlong",M,1,7
"Mei, Tao",M,1,14
"Chen, Chang Wen",M,NA,NA
"Wang, Po-Wei",M,0,2
"Li, Chun-Liang",M,1,5
"Kolter, J. Zico",M,2,6
"Fernandez, Luis Sanchez",M,1,5
"Fernandez, Norberto",M,1,5
"Fisteus, Jesus",M,1,5
"Val, Pablo Basanta",M,1,5
"Lee, Joohyung",M,0,1
"Yang, Zhun",M,0,1
"Piergiovanni, Aj",M,0,2
"Fan, Chenyou",M,0,7
"Bredereck, Robert",M,2,2
"Chen, Jiehua",F,1,3
"Niedermeier, Rolf",M,2,2
"Obraztsova, Svetlana",F,1,3
"Prakash, Aaditya",M,1,6
"Zhao, Siyuan",M,1,6
"Hasan, Sadid A.",M,1,6
"Datla, Vivek",M,1,6
"Lee, Kathy",F,0,7
"Qadir, Ashequl",M,1,6
"Liu, Joey",M,1,6
"Farri, Oladimeji",M,1,6
"Kuleshov, Volodymyr",M,0,1
"Ermon, Stefano",M,0,6
"Brown, Noam",M,0,2
"Kroer, Christian",M,0,3
"Bolukbasi, Tolga",M,0,4
"Chang, Kai-Wei",M,0,3
"Wang, Joseph",M,0,4
"Saligrama, Venkatesh",M,0,7
"D'eramo, Carlo",NA,0,4
"Nuara, Alessandro",M,NA,NA
"Pirotta, Matteo",M,NA,NA
"Restelli, Marcello",M,NA,NA
"Zahavy, Tom",M,0,7
"Mankowitz, Daniel J.",M,0,4
"Tessler, Chen",M,0,4
"Givony, Shahar",M,0,4
"Mannor, Shie",M,NA,NA
"Oglic, Dino",M,0,3
"Gaertner, Thomas",M,0,2
"Albert, Michael",M,0,2
"Stone, Peter",M,0,13
"Gartrell, Mike",M,0,2
"Koenigstein, Noam",M,1,6
"Wen, Zeyi",M,1,4
"Kotagiri, Rao",M,1,4
"Li, Bin",M,5,10
"Chen, Jian",M,1,4
"Chen, Yawen",F,0,5
"Zhang, Jiakai",M,0,1
"Cho, Kyunghyun",M,1,3
"Wei, Colin",M,0,1
"Glimm, Birte",F,0,2
"Kazakov, Yevgeny",M,1,1
"Tran, Trung-Kien",M,1,1
"Rochlin, Igor",M,1,2
"Grynhaus, Ben",M,1,2
"Bremer, Maytal",F,0,3
"Sarne, David",M,2,3
"Yang, Yongxin",M,0,2
"Hospedales, Timothy",M,0,2
"Kim, Joseph",M,1,1
"Banks, Christopher",M,1,1
"Shah, Julie",F,0,2
"Liu, Jiaming",M,0,2
"Wang, Yali",M,0,2
"Qiao, Yu",M,0,2
"Serban, Iulian Vlad",M,1,9
"Sordoni, Alessandro",M,2,9
"Lowe, Ryan",M,1,10
"Charlin, Laurent",M,1,5
"Pineau, Joelle",F,0,8
"Courville, Aaron",M,NA,NA
"Zhang, Meng",F,NA,NA
"Peng, Haoruo",M,1,3
"Luan, Huanbo",M,2,4
"Sun, Maosong",M,4,12
"Xu, Ke",M,2,2
"Cao, Tongyi",M,2,2
"Shah, Swair",F,1,3
"Maung, Crystal",F,1,3
"Schweitzer, Haim",M,2,2
"Lee, Hooyeon",M,1,0
"Williams, Virginia Vassilevska",F,0,1
"Han, Tian",M,1,2
"Lu, Yang",M,2,6
"Guoliang, Ji",M,0,2
"Liu, Kang",M,0,4
"Zhao, Jun",M,1,8
"Muzellec, Boris",M,0,3
"Nock, Richard",M,0,7
"Patrini, Giorgio",M,0,3
"Nielsen, Frank",M,0,6
"Hand, Emily",F,0,1
"Dhingra, Bhuwan",M,1,7
"Mazaitis, Kathryn",F,0,4
"Park, Jong Hyuk",M,1,3
"Cohen, William W.",M,1,3
"Shi, Yinghuan",F,1,6
"Li, Wenbin",M,1,3
"Gao, Yang",M,2,5
"Cao, Longbing",M,1,8
"Shen, Dinggang",M,3,5
"Bacon, Pierre-Luc",M,1,1
"Harb, Jean",M,1,6
"Precup, Doina",F,0,2
"Zhang, Ye",F,0,2
"Lease, Matthew",M,1,1
"Wallace, Byron",M,1,1
"Wang, Yingfei",F,0,5
"Ouyang, Hua",M,1,4
"Wang, Chu",M,1,4
"Chen, Jianhui",M,NA,NA
"Asamov, Tsvetan",M,1,4
"Chang, Yi",M,NA,NA
"Klinger, Tim",M,0,6
"Tesauro, Gerald",M,0,6
"Talamadupula, Kartik",M,0,6
"Zhou, Bowen",M,1,9
"Davies, Toby",M,0,2
"Gange, Graeme",M,0,8
"Stuckey, Peter J.",M,0,8
"Yikang, Shen",M,0,5
"Rong, Wenge",M,0,5
"Jiang, Nan",M,0,11
"Peng, Baolin",M,0,5
"Tang, Jie",M,NA,NA
"Liu, Chenxi",M,0,3
"Mao, Junhua",M,0,3
"Sha, Fei",M,NA,NA
"Yuille, Alan",M,0,6
"Dong, Xin",M,NA,NA
"Yu, Lei",M,NA,NA
"Wu, Zhonghuo",NA,1,4
"Sun, Yuxia",F,NA,NA
"Yuan, Lingfeng",M,NA,NA
"Zhang, Fangxi",M,NA,NA
"Sakaguchi, Keisuke",M,0,3
"Duh, Kevin",M,0,3
"Post, Matt",M,0,3
"Durme, Benjamin Van",M,0,3
"Ji, Wendy",F,1,0
"Wang, Xiaoling",F,1,0
"Li, Changsheng",M,1,4
"Wei, Fan",F,0,13
"Dong, Weishan",M,1,4
"Liu, Qingshan",M,1,10
"Erol, Yusuf",M,0,3
"Wu, Yi",M,0,8
"Li, Lei",M,1,4
"Russell, Stuart",M,0,3
"Su, Jinsong",M,2,8
"Tan, Zhixing",M,1,4
"Xiong, Deyi",M,3,8
"Shi, Xiaodong",M,1,4
"Xie, Yusheng",M,3,7
"Chen, Zhengzhang",M,0,3
"Agrawal, Ankit",M,0,3
"Choudhary, Alok",M,0,3
"Lahaie, Sebastien",M,1,4
"Pennock, David",M,0,2
"Xiang, Ru",NA,NA,NA
"Shi, Ying-Hao",NA,NA,NA
"Gao, Peng",M,NA,NA
"Leblay, Julien",M,0,0
"Kawase, Yasushi",M,1,3
"Sumita, Hanna",F,0,9
"Tono, Katsuya",M,1,3
"Kawarabayashi, Ken-Ichi",M,1,9
"Ma, Wenjun",M,0,2
"Luo, Xudong",M,0,2
"Jiang, Yuncheng",M,0,2
"Mandel, Travis",M,1,2
"Liu, Yun-En",M,1,2
"Brunskill, Emma",F,0,11
"Popovic, Zoran",M,1,2
"Mun, Jonghwan",M,0,4
"Cho, Minsu",M,1,3
"Wang, Xing",M,2,3
"Lu, Zhengdong",M,4,3
"Zhang, Min",F,NA,NA
"Montasser, Omar",M,0,1
"Kifer, Daniel",M,0,11
"Inariba, Wataru",M,0,2
"Akiba, Takuya",M,0,2
"Chen, Gang",M,NA,NA
"Nishino, Masaaki",M,0,3
"Yasuda, Norihito",M,0,3
"Minato, Shin-Ichi",M,0,3
"Nagata, Masaaki",M,0,3
"Zheleznyakov, Dmitriy",M,0,2
"Kharlamov, Evgeny",M,0,2
"Horrocks, Ian",M,0,2
"Feigenbaum, Itai",M,0,1
"Johnson, Matthew P.",M,0,1
"Hrolenok, Brian",M,0,2
"Boots, Byron",M,1,18
"Balch, Tucker",M,0,2
"Meng, Qi",F,1,11
"Wang, Yue",M,2,4
"Chen, Wei",M,NA,NA
"Wang, Taifeng",M,2,10
"Ma, Zhi-Ming",M,3,6
"Liu, Tie-Yan",M,NA,NA
"Aswani, Rashi",F,0,2
"Munnangi, Sai Krishna",M,1,1
"Paruchuri, Praveen",M,1,1
"Stewart, Russell",M,0,1
"Niranjan, U N",M,0,1
"Rajkumar, Arun",M,0,1
"Yu, Jingcheng",M,1,4
"Liu, Jiamou",M,0,1
"Wei, Ziheng",M,0,1
"Lipovetzky, Nir",M,0,1
"Geffner, Hector",M,0,1
"Li, Xutao",M,0,2
"Ye, Yunming Ye",M,0,2
"Xu, Xiaofei",M,0,2
"Thien, Nguyen Duc",M,0,2
"Lau, Hoong Chuin",M,0,3
"Pham, Trang",M,1,2
"Tran, Truyen",M,1,2
"Phung, Dinh",M,NA,NA
"Venkatesh, Svetha",F,NA,NA
"Zhu, Rui",M,0,3
"Niu, Di",M,0,3
"Kong, Linglong",M,0,3
"Li, Zongpeng",M,0,3
"Liu, Feng",M,1,15
"Wang, Shouyi",M,1,3
"Rosenberger, Jay",M,1,3
"Su, Jianzhong",M,1,3
"Liu, Hanli",F,0,4
"Alda, Francesco",M,0,2
"Rubinstein, Benjamin",M,0,1
"Aggarwal, Apoorv",M,0,6
"Ghoshal, Sandip",M,0,6
"S, Ankith M",M,0,6
"Sinha, Suhit",M,0,6
"Ramakrishnan, Ganesh",M,0,6
"Kar, Purushottam",M,0,13
"Jain, Prateek",M,3,24
"Zhan, De-Chuan",M,2,2
"Fan, Ying",F,1,3
"Jiang, Yuan",M,2,2
"Zhou, Zhi-Hua",M,2,22
"Jin, Bo",M,1,4
"Yang, Haoyu",M,1,4
"Wei, Xiaopeng",M,1,4
"Alijani, Reza",M,0,4
"Ghodsi, Mohammad",M,0,4
"Seddighin, Masoud",M,0,4
"Tajik, Shahab",M,0,4
"Farhadi, Majid",M,0,4
"Wang, Wenya",F,0,3
"Dahlmeier, Daniel",M,1,2
"Xiao, Xiaokui",M,1,6
"Yan, Yan",M,1,2
"Kruengkrai, Canasai",NA,0,6
"Torisawa, Kentaro",M,NA,NA
"Hashimoto, Chikara",M,NA,NA
"Kloetzer, Julien",M,NA,NA
"Oh, Jong-Hoon",M,NA,NA
"Tanaka, Masahiro",M,NA,NA
"Shigenaka, Fuuki",M,0,3
"Sekiguchi, Tadashi",M,0,3
"Iwasaki, Atsushi",M,0,3
"Yokoo, Makoto",M,0,3
"Zhang, Kun",M,1,6
"Chen, Enhong",M,NA,NA
"Liu, Qi",M,NA,NA
"Liu, Chuanren",M,1,8
"Lv, Guangyi",M,0,4
"Yang, Kai",M,1,6
"Liu, Haifeng",M,1,6
"Mei, Jing",F,0,7
"Xie, Guotong",M,1,6
"Zhao, Junfeng",M,1,6
"Xie, Bing",M,NA,NA
"Alviano, Mario",M,0,2
"Amendola, Giovanni",M,0,6
"Penaloza, Rafael",M,0,2
"Sugawara, Saku",M,1,1
"Yokono, Hikaru",M,1,1
"Aizawa, Akiko",F,0,2
"Mouelhi, Achref El",M,0,0
"Huang, Zhenya",M,NA,NA
"Zhao, Hongke",M,NA,NA
"Gao, Mingyong",M,NA,NA
"Wei, Si",NA,NA,NA
"Su, Yu",NA,NA,NA
"Hu, Guoping",M,NA,NA
"Fukunaga, Takuro",M,1,6
"Shen, Xiaobo",M,NA,NA
"Liu, Weiwei",F,NA,NA
"Shen, Fumin",M,NA,NA
"Sun, Quan-Sen",NA,1,3
"Zhang, Xiaodong",M,0,3
"Sha, Lei",M,2,4
"Wang, Houfeng",M,0,6
"Yao, Jin-Ge",NA,0,1
"Wan, Xiaojun",M,NA,NA
"Li, Bing",M,2,5
"Yang, Xiaochun",F,0,3
"Wang, Bin",M,1,9
"Cui, Wei",M,1,2
"Zhang, Jing",M,NA,NA
"Zhong, Yuanyi",M,NA,NA
"Mo, Yuchen",NA,1,4
"Sun, Jimeng",M,NA,NA
"Fatma, Nausheen",F,0,2
"Chinnakotla, Manoj Kumar",M,1,1
"Shrivastava, Manish",M,1,1
"Zhu, Xiaoke",NA,3,6
"Jing, Xiao-Yuan",M,NA,NA
"Wu, Fei",M,NA,NA
"Wang, Yunhong",F,NA,NA
"Zuo, Wangmeng",M,NA,NA
"Zheng, Wei-Shi",M,NA,NA
"Li, Stan",M,1,2
"Wen, Longyin",M,1,2
"Lyu, Siwei",M,1,5
"Deligkas, Argyrios",M,0,2
"Mertzios, George",M,0,2
"Spirakis, Paul",M,0,2
"Ding, Chris",M,1,4
"Xie, Ying",F,0,1
"Walt, Christiaan Van Der",M,0,1
"Barnard, Etienne",M,0,1
"Yin, Haiyan",F,0,1
"Duckworth, Paul",M,0,4
"Alomari, Muhannad",M,0,4
"Charles, James",M,0,4
"Hogg, David",M,0,4
"Cohn, Anthony",M,0,4
"Tossou, Aristide",M,0,2
"Dimitrakakis, Christos",M,0,5
"Zhu, Yue",M,0,2
"Ting, Kai-Ming",M,0,2
"Dubhashi, Devdatt",M,0,5
"Chatterjee, Krishnendu",M,0,4
"Novotny, Petr",M,0,4
"Perez, Guillermo A.",M,0,4
"Raskin, Jean-Francois",M,0,7
"Zikelic, Djordje",M,0,4
"Olsen, Martin",M,0,0
"Zhang, Hao",M,NA,NA
"Zhou, Shuigeng",M,0,1
"Dai, Guoxian",M,0,3
"Xie, Jin",M,0,3
"Zhu, Fan",M,0,3
"Fang, Yi",M,2,4
"Dasgupta, Sakyasingha",M,0,1
"Osogami, Takayuki",M,0,3
"Gan, Jiarui",M,0,3
"Vorobeychik, Yevgeniy",M,0,3
"Gauch, Brian",M,0,3
"Wang, Xiao",M,1,4
"Wang, Jing",F,0,8
"Pei, Jian",M,1,4
"Zhu, Wenwu",M,1,13
"Rong, Jiang",NA,0,3
"Qin, Tao",M,NA,NA
"Alkoby, Shani",F,0,2
"Milchtaich, Igal",M,1,1
"Chaudhuri, Arghya Roy",M,0,1
"Kalyanakrishnan, Shivaram",M,0,1
"Marinescu, Radu",M,1,4
"Lee, Junkyu",M,1,2
"Brewka, Gerhard",M,0,4
"Diller, Martin",M,0,4
"Heissenberger, Georg",M,0,4
"Linsbichler, Thomas",M,0,4
"Woltran, Stefan",M,0,4
"Hwang, Seung-Won",M,0,8
"Razak, Abdul",M,0,2
"Wilson, Nic",M,0,2
"Shan, Shiguang",M,1,9
"Yang, Jing-Yu",M,0,4
"Teng, Yifeng",M,0,4
"Wang, Zihe",M,0,4
"Xiao, Shenke",M,0,4
"Xu, Yichong",M,1,7
"Brandt, Sebastian",M,NA,NA
"Kalayci, Elem Guzel",NA,0,5
"Kontchakov, Roman",M,NA,NA
"Ryzhikov, Vladislav",M,NA,NA
"Xiao, Guohui",M,NA,NA
"Zakharyaschev, Michael",M,NA,NA
"Basulto, Victor Gutierrez",NA,1,1
"Jung, Jean Christoph",M,NA,NA
"Ibanez-Garcia, Yazmin",F,NA,NA
"Lemonnier, Remi",M,0,2
"Scaman, Kevin",M,0,6
"Kalogeratos, Argyris",M,0,2
"Zhang, Biao",M,0,2
"Pan, Tianxiang",M,0,3
"Yong, Jun-Hai",M,0,3
"Wu, Di",F,NA,NA
"Cheng, Li",M,NA,NA
"Li, Sen",M,NA,NA
"Hu, Ruimin",F,NA,NA
"Neveling, Marc",M,0,1
"Rothe, Jorg",M,0,1
"Li, Chenglong",M,NA,NA
"Lin, Liang",M,1,8
"Mu, Xin",M,0,4
"Zhu, Feida",M,0,4
"Du, Juan",M,0,4
"Lim, Ee-Peng",M,0,5
"Liu, Yuan",M,NA,NA
"Li, Xue",F,NA,NA
"Shi, Zhongchao",NA,1,1
"Wang, Sida",M,0,2
"Du, Shikang",M,0,2
"Nijs, Frits De",M,0,3
"Weerdt, Mathijs M. De",M,0,3
"Molino, Ana Garcia Del",F,0,2
"Boix, Xavier",M,1,1
"Lim, Joo-Hwee",M,1,1
"Benedikt, Michael",M,0,2
"Grau, Bernardo Cuenca",M,0,2
"Kostylev, Egor V.",M,0,2
"Hou, Peng",M,NA,NA
"Geng, Xin",M,NA,NA
"Huo, Zeng-Wei",NA,1,2
"Lv, Jia-Qi",F,NA,NA
"Chekol, Melisachew Wudage",M,0,3
"Pirro, Giuseppe",M,0,3
"Schonfisch, Jorg",M,0,3
"Stuckenschmidt, Heiner",M,0,3
"Li, Zhuoru",M,1,1
"Narayan, Akshay",M,1,1
"Leong, Tze-Yun",F,0,2
"Ma, Chunpeng",M,0,4
"Tamura, Akihiro",M,0,4
"Sumita, Eiichiro",M,0,4
"Gan, Quan",M,1,2
"Nie, Siqi",M,1,2
"Li, Yu-Feng",M,0,2
"Zha, Han-Wen",M,0,2
"Simon, Sunil Easaw",M,0,1
"Wojtczak, Dominik",M,0,1
"Hu, Yi-Qi",M,0,2
"Qian, Hong",M,0,2
"Yu, Yang",M,0,6
"Lecat, Clement",NA,NA,NA
"Lucet, Corinne",F,NA,NA
"Huang, Xiaowei",M,1,0
"Kwiatkowska, Marta",F,0,1
"Witkowski, Jens",M,0,3
"Atanasov, Pavel",M,0,3
"Ungar, Lyle",M,0,3
"Krause, Andreas",M,NA,NA
"Mladenon, Martin",M,0,2
"Kleinhans, Leonard",M,0,2
"Csar, Theresa",F,0,3
"Pichler, Reinhard",M,1,2
"Sallinger, Emanuel",M,1,2
"Verhaeghe, Helene",F,0,2
"Lecoutre, Christophe",M,1,1
"Schaus, Pierre",M,1,1
"Teso, Stefano",M,0,2
"Dragone, Paolo",M,0,2
"Passerini, Andrea",M,0,2
"Mladenov, Martin",M,0,2
"Caragiannis, Ioannis",M,1,7
"Chatzigeorgiou, Xenophon",M,0,3
"Krimpas, George",M,0,3
"Voudouris, Alexandros",M,0,3
"Katzmann, Maximilian",M,0,1
"Komusiewicz, Christian",M,0,1
"Li, Haifang",F,0,1
"Xia, Yingce",M,1,11
"Yang, Xin",F,NA,NA
"Wu, Lingyun",M,3,3
"Ni, Dong",M,3,3
"Jinnai, Yuu",M,0,1
"Fukunaga, Alex",M,0,1
"Shimosaka, Masamichi",M,0,3
"Sato, Junichi",M,0,3
"Takenaka, Kazuhito",M,0,3
"Hitomi, Kentaro",M,0,3
"Gopalan, Aditya",M,NA,NA
"L.a., Prashanth",NA,0,3
"Fu, Michael",M,NA,NA
"Marcus, Steve",M,NA,NA
"Aghighi, Meysam",M,0,1
"Backstrom, Christer",M,0,1
"Nelakurthi, Arun Reddy",M,1,0
"He, Jingrui",F,1,9
"Dey, Palash",M,0,0
"Maggi, Fabrizio Maria",M,0,3
"Marrella, Andrea",M,0,3
"Patrizi, Fabio",M,0,3
"Ferraioli, Diodato",M,0,1
"Ventre, Carmine",M,0,1
"Redl, Christoph",M,0,0
"Mazumdar, Arya",M,0,4
"Saha, Barna",M,0,1
"Shivashankar, Vikas",M,0,2
"Alford, Ron",M,0,2
"Aha, David",M,0,2
"Zhai, Feifei",M,1,3
"Potdar, Saloni",F,0,3
"Xiang, Bing",M,1,2
"Liu, Yuanyuan",F,1,3
"Shang, Fanhua",M,2,2
"Cheng, James",M,2,8
"Adel, Tameem",M,0,3
"Zhao, Han",M,0,3
"Wong, Alexander",M,0,2
"Dodaro, Carmine",M,0,4
"Faber, Wolfgang",M,0,4
"Leone, Nicola",M,0,4
"Ricca, Francesco",M,0,4
"Gross, Stephen",M,0,2
"Anshelevich, Elliot",M,0,2
"Xia, Lirong",M,1,3
"Campos, Cassio De",M,0,1
"Konieczny, Sebastien",M,0,2
"Lagniez, Jean-Marie",M,0,2
"Marquis, Pierre",M,0,2
"Alfeld, Scott",M,0,2
"Zhu, Xiaojin",M,0,5
"Barford, Paul",M,0,2
"Guo, Yuhong",F,1,0
"Tangkaratt, Voot",M,0,5
"Hoof, Herke Van",M,0,5
"Parisi, Simone",M,0,5
"Peters, Jan",M,0,7
"Sugiyama, Masashi",M,0,21
"Anderson, Joseph",M,1,2
"Goyal, Navin",M,1,2
"Nandi, Anupama",F,0,3
"Rademacher, Luis",M,1,2
"Trovo, Francesco",M,0,3
"Paladino, Stefano",M,0,3
"Balcan, Maria-Florina",F,1,5
"Dick, Travis",M,2,3
"Mansour, Yishay",M,2,17
"Ibrahim, Hassan",M,1,3
"Dague, Philippe",M,1,3
"Grastien, Alban",M,1,3
"Simon, Laurent",M,1,3
"Ye, Lina",F,0,4
"Ma, Hang",M,0,2
"Kumar, T. K. Satish",M,0,2
"Koenig, Sven",M,0,2
"Ganian, Robert",M,0,2
"Ordyniak, Sebastian",M,0,2
"S., Ramanujan M.",M,0,3
"Alechina, Natasha",F,0,3
"Halpern, Joseph",M,1,2
"Kash, Ian",M,1,2
"Logan, Brian",M,1,2
"Tang, Cai-Zhi",NA,0,1
"Zhang, Min-Ling",M,NA,NA
"Gatterbauer, Wolfgang",M,0,0
"Zheng, Zizhan",M,0,2
"Mohapatra, Prasant",M,0,2
"Clark, Ronald",M,1,3
"Wen, Hongkai",M,1,3
"Markham, Andrew",M,1,3
"Trigoni, Niki",F,0,4
"Sikdar, Sujoy",M,1,1
"Adali, Sibel",F,0,2
"Zhuo, Hankz Hankui",M,0,0
"Balliu, Alkida",F,1,2
"Olivetti, Dennis",M,2,1
"Flammini, Michele",M,2,1
"Kulharia, Viveka",F,0,4
"Ghosh, Arnab",M,1,3
"Mukerjee, Amitabha",M,1,3
"Namboodiri, Vinay",M,1,3
"Bansal, Mohit",M,2,7
"Hao, Dong",M,0,3
"Zhao, Dengji",M,0,3
"Zhou, Tao",M,0,3
"Kocaoglu, Murat",M,0,5
"Dimakis, Alex",M,0,3
"Vishwanath, Sriram",M,0,3
"Hassibi, Babak",M,0,4
"Melideo, Giovanna",F,1,2
"Ghosh, Avishek",M,0,2
"Chowdhury, Sayak Ray",M,0,2
"Jiang, Albert",M,0,2
"Chan, Hau",M,0,2
"Krishnan, Rahul",M,0,2
"Shalit, Uri",M,0,7
"Sontag, David",M,1,8
"Tang, Shaojie",M,0,0
"Chandrasekaran, Muthukumaran",M,0,2
"Chen, Yingke",M,0,2
"Doshi, Prashant",M,0,2
"Tschiatschek, Sebastian",M,0,4
"Singla, Adish",M,0,2
"Liu, Yangwei",M,1,2
"Ding, Hu",M,1,2
"Chen, Danyang",F,0,3
"Xu, Jinhui",M,2,3
"Sturtevant, Nathan",M,0,2
"Felner, Ariel",M,0,2
"Fan, Heng",M,0,1
"Xiang, Jinhai",M,0,1
"Zhou, Sihang",NA,NA,NA
"Wang, Yueqing",F,NA,NA
"Gardner, Matt",M,0,1
"Krishnamurthy, Jayant",M,0,1
"Rai, Piyush",M,0,4
"Thomas, Philip",M,1,0
"Zhang, Shiqi",M,0,2
"Khandelwal, Piyush",M,0,2
"Mhaskar, Hrushikesh",M,0,2
"Liao, Qianli",M,0,2
"Poggio, Tomaso",M,2,2
"Becker, Stephen",M,1,1
"Kawas, Ban",F,0,2
"Petrik, Marek",M,1,1
"Lund, Kyle",M,0,3
"Dietrich, Sam",M,0,3
"Chow, Scott",M,0,3
"Boerkoel, James",M,0,3
"Mombourquette, Brent",M,1,1
"Muise, Christian",M,2,3
"Mcilraith, Sheila",F,1,4
"Zhou, Yuxun",F,0,2
"Kang, Zhaoyi",M,1,1
